,F3,FC5,AF3,F7,T7,P7,O1,O2,P8,T8,F8,AF4,FC6,F4
21,4107.69230742,4111.41025614,4122.17948691,4100.89743555,4094.61538427,4173.3333332,4163.71794851,4187.82051269,4057.43589702,4098.97435863,4277.56410264,4071.41025607,4076.41025607,4162.17948697
22,4112.30769203,4112.30769203,4126.92307665,4099.48717914,4100.25640991,4174.10256397,4159.74358954,4187.82051269,4049.35897395,4097.56410222,4280.89743597,4073.58974325,4061.28205087,4164.48717928
23,4111.79487152,4113.9743587,4128.46153819,4107.69230742,4123.58974332,4180.12820499,4158.97435877,4182.05128192,4047.30769189,4094.99999966,4275.51282059,4060.12820472,4039.23076882,4160.64102544
24,4116.28205101,4117.30769203,4133.20512793,4106.41025614,4134.8717946,4184.10256397,4163.205128,4181.02564089,4056.53846113,4102.82051255,4278.58974366,4059.74358933,4058.58974318,4164.74358954
25,4116.28205101,4117.30769203,4133.20512793,4106.41025614,4134.8717946,4184.10256397,4163.205128,4181.02564089,4056.53846113,4102.82051255,4278.58974366,4059.74358933,4058.58974318,4164.74358954
26,4127.69230742,4122.30769203,4144.9999998,4106.66666639,4131.66666639,4184.10256397,4165.51282031,4185.89743576,4064.87179446,4121.15384588,4317.69230784,4079.48717914,4079.48717914,4181.66666653
27,4137.94871774,4126.53846126,4155.51282031,4117.94871767,4129.48717921,4187.82051269,4163.33333313,4186.15384602,4065.38461497,4130.12820485,4370.38461567,4088.33333299,4069.10256369,4195.51282038
28,4145.25641005,4126.66666639,4164.48717928,4121.66666639,4133.84615357,4191.92307679,4161.66666646,4183.84615371,4068.07692266,4138.205128,4371.53846182,4111.53846126,4105.38461511,4214.35897429
29,4145.51282031,4121.66666639,4168.20512807,4110.7692305,4144.87179467,4188.58974345,4164.61538441,4183.97435884,4069.6153842,4153.205128,4360.3846156,4137.82051262,4142.69230749,4229.10256404
30,4142.17948697,4115.64102537,4164.74358954,4102.43589709,4147.43589723,4183.46153833,4165.38461518,4185.89743576,4066.92307651,4156.92307672,4409.74359009,4118.20512793,4111.92307665,4223.84615378
31,4145.38461518,4114.61538434,4168.20512807,4102.94871767,4131.53846126,4185.64102551,4162.69230749,4190.51282038,4069.48717907,4161.79487159,4450.76923119,4110.12820485,4111.15384588,4229.61538455
32,4148.33333313,4115.64102537,4174.99999986,4099.48717914,4129.8717946,4190.89743576,4160.76923056,4196.15384602,4072.82051248,4174.10256397,4435.76923119,4135.76923056,4145.76923056,4247.30769231
33,4142.56410236,4105.25640998,4172.69230756,4086.53846119,4145.89743569,4191.28205115,4163.97435877,4195.51282038,4069.23076882,4171.5384614,4446.53846196,4117.43589716,4118.9743587,4239.35897436
34,4140.38461518,4092.17948684,4170.51282038,4078.33333299,4154.87179467,4191.02564089,4166.79487159,4194.48717935,4069.23076882,4166.92307672,4469.48717998,4083.71794837,4101.28205094,4234.48717949
35,4144.48717928,4094.35897402,4178.46153833,4081.92307658,4164.61538441,4199.10256397,4164.74358954,4202.17948711,4078.8461535,4182.30769217,4447.94871837,4099.7435894,4144.35897415,4259.10256411
36,4146.15384595,4101.28205094,4185.64102551,4083.07692273,4170.76923063,4211.41025634,4163.84615364,4211.02564096,4084.99999966,4194.99999986,4450.89743632,4104.10256383,4137.94871774,4268.58974366
37,4148.71794851,4104.35897408,4190.64102551,4079.7435894,4175.12820499,4220.38461532,4165.38461518,4215.51282045,4089.7435894,4198.46153833,4488.33333382,4081.02564068,4093.20512786,4265.25641026
38,4150.51282031,4102.30769196,4196.79487166,4074.99999966,4184.48717935,4222.05128199,4167.05128185,4212.30769224,4093.71794837,4206.6666666,4480.00000049,4082.43589709,4116.02564075,4282.05128212
39,4145.51282031,4093.20512786,4194.10256397,4065.25640984,4185.25641012,4217.5641025,4166.28205108,4207.69230763,4091.02564068,4211.28205122,4451.2820517,4081.53846119,4152.94871774,4291.923077
40,4139.74358954,4086.15384581,4184.99999986,4056.66666625,4182.05128192,4216.28205122,4164.1025639,4213.71794865,4091.92307658,4212.5641025,4461.41025683,4048.46153805,4131.28205101,4281.41025648
41,4147.05128185,4093.8461535,4194.48717935,4063.58974318,4190.51282038,4225.64102558,4163.84615364,4227.69230763,4097.94871761,4220.64102558,4484.48717998,4028.33333285,4120.7692305,4290.00000007
42,4157.43589723,4100.76923043,4214.87179481,4066.410256,4190.25641012,4228.97435891,4169.61538448,4228.84615378,4094.7435894,4223.84615378,4472.3076928,4041.02564061,4153.71794851,4320.76923091
43,4159.61538441,4098.58974325,4218.4615384,4059.23076882,4195.25641012,4226.41025634,4168.20512807,4221.53846147,4093.07692273,4223.97435891,4462.69230811,4043.07692266,4148.97435877,4331.1538463
44,4156.53846133,4092.69230735,4212.94871788,4061.02564061,4225.64102558,4232.5641025,4161.02564082,4227.69230763,4097.43589709,4232.05128199,4482.3076928,4014.23076875,4106.66666639,4321.02564117
45,4155.64102544,4086.92307658,4217.69230763,4070.38461504,4246.02564103,4242.94871795,4162.3076921,4237.30769231,4098.07692273,4242.30769231,4490.25641075,3989.61538406,4098.33333299,4330.2564104
46,4169.99999986,4091.02564068,4233.07692301,4076.79487145,4249.35897436,4249.61538462,4167.3076921,4240.25641026,4104.8717946,4252.17948718,4482.3076928,3996.66666611,4114.10256383,4368.717949
47,4191.28205115,4108.20512793,4252.6923077,4088.97435863,4265.12820513,4263.33333334,4164.23076903,4249.23076923,4126.02564075,4263.71794872,4492.17948767,4010.64102516,4113.33333306,4402.69230804
48,4198.46153833,4117.05128178,4263.97435898,4097.43589709,4287.82051289,4279.74358982,4161.02564082,4259.10256411,4153.58974339,4273.33333341,4496.28205177,3998.46153791,4112.17948691,4417.30769266
49,4200.12820499,4111.41025614,4268.97435905,4095.6410253,4285.25641033,4285.25641033,4162.94871774,4261.41025641,4184.48717935,4280.25641033,4483.07692357,3981.1538456,4109.99999973,4429.23076958
50,4216.02564096,4112.05128178,4281.28205136,4096.15384581,4268.07692315,4287.17948725,4163.205128,4266.79487187,4210.25641019,4288.46153853,4498.58974415,3981.1538456,4100.25640991,4441.66666709
51,4228.07692301,4116.41025614,4292.30769238,4093.97435863,4283.46153853,4288.20512828,4163.58974339,4273.07692315,4215.12820506,4291.923077,4522.17948774,3978.20512765,4104.10256383,4449.23076965
52,4220.25641019,4103.84615357,4286.15384623,4084.7435894,4315.12820527,4284.61538469,4164.74358954,4271.28205136,4207.30769224,4288.84615392,4511.28205184,3959.23076861,4109.8717946,4453.33333375
53,4217.5641025,4084.99999966,4280.64102571,4076.02564068,4315.89743604,4280.89743597,4165.38461518,4269.2307693,4206.02564096,4286.28205136,4486.4102569,3937.30769162,4088.07692273,4448.9743594
54,4236.92307693,4088.71794837,4298.58974366,4078.71794837,4316.92307707,4289.35897443,4163.58974339,4280.00000007,4219.61538455,4293.97435905,4490.89743639,3936.66666598,4077.17948684,4454.61538504
55,4258.84615385,4099.61538427,4320.64102578,4089.99999966,4332.05128219,4302.43589758,4163.58974339,4293.46153853,4233.71794865,4308.20512835,4513.33333389,3948.07692246,4100.12820478,4476.4102569
56,4264.23076923,4094.61538427,4319.74358989,4091.66666632,4321.28205142,4304.48717963,4164.48717928,4293.07692315,4232.43589737,4311.92307707,4516.79487235,3945.38461476,4105.38461511,4483.97435946
57,4255.8974359,4075.76923043,4299.35897443,4073.20512786,4305.76923091,4292.05128212,4164.74358954,4277.43589751,4220.51282045,4302.43589758,4497.69230825,3915.89743521,4067.69230728,4464.23076972
58,4254.10256411,4059.87179446,4289.2307693,4058.58974318,4315.2564104,4286.28205136,4164.1025639,4267.69230777,4214.23076917,4300.2564104,4482.05128254,3891.66666591,4034.99999952,4451.41025683
59,4254.10256411,4059.87179446,4289.2307693,4058.58974318,4315.2564104,4286.28205136,4164.1025639,4267.69230777,4214.23076917,4300.2564104,4482.05128254,3891.66666591,4034.99999952,4451.41025683
60,4261.92307693,4052.56410215,4292.17948725,4054.99999959,4313.84615399,4286.923077,4164.35897415,4266.66666674,4211.15384609,4300.89743604,4473.84615434,3888.07692232,4028.46153798,4451.2820517
61,4259.23076923,4037.56410215,4280.1282052,4039.10256369,4301.79487194,4271.41025648,4163.97435877,4251.28205129,4201.15384609,4289.35897443,4453.0769235,3870.1282043,4015.12820465,4439.48717991
62,4251.15384616,4018.58974311,4263.58974359,4022.69230721,4294.10256418,4259.35897436,4165.76923056,4238.97435898,4195.64102551,4280.76923084,4436.02564145,3838.33333243,3992.43589688,4427.9487183
63,4272.94871802,4029.61538413,4278.07692315,4029.487179,4299.74358989,4275.64102571,4166.66666646,4257.6923077,4206.79487173,4296.28205136,4452.30769273,3838.46153756,3991.02564047,4442.43589786
64,4308.4615386,4052.82051241,4307.82051296,4044.74358933,4331.02564117,4294.2307693,4163.71794851,4281.0256411,4224.48717942,4320.00000014,4470.00000049,3860.64102481,4003.07692252,4468.33333382
65,4313.07692322,4041.53846113,4307.56410271,4043.7179483,4357.82051303,4293.58974366,4161.92307672,4283.71794879,4228.20512814,4326.28205142,4460.51282093,3853.97435814,3995.64102509,4471.66666716
66,4302.56410271,4015.76923029,4288.33333341,4027.05128157,4342.30769252,4284.2307693,4163.58974339,4275.00000007,4217.82051275,4314.10256425,4450.25641068,3821.15384525,3963.97435835,4455.00000042
67,4307.05128219,4011.15384567,4283.97435905,4012.05128157,4321.66666681,4277.43589751,4164.48717928,4260.76923077,4201.6666666,4302.30769245,4438.33333375,3807.17948628,3949.87179425,4451.02564145
68,4320.00000014,4014.74358926,4291.15384623,4011.92307644,4337.6923079,4276.79487187,4163.71794851,4251.7948718,4193.46153833,4303.58974373,4422.43589779,3818.84615295,3956.41025579,4460.25641068
69,4325.12820527,4004.10256362,4288.20512828,4014.10256362,4345.89743611,4276.28205136,4165.38461518,4253.46153847,4193.20512807,4305.2564104,4426.79487215,3816.28205038,3937.94871726,4455.89743632
70,4325.64102578,3988.33333278,4277.94871802,4004.10256362,4331.41025655,4273.97435905,4164.48717928,4251.15384616,4184.10256397,4300.38461553,4429.35897471,3790.64102467,3904.48717873,4441.79487222
71,4328.97435912,3976.53846099,4274.61538469,3993.84615329,4329.87179501,4274.10256418,4163.58974339,4244.74358975,4171.5384614,4298.20512828,4404.23076958,3772.94871691,3899.87179411,4436.02564145
72,4339.74358996,3971.53846099,4278.71794879,3993.46153791,4344.23076944,4279.2307693,4165.51282031,4252.30769231,4173.3333332,4305.38461553,4390.38461567,3773.20512717,3917.05128136,4435.76923119
73,4347.05128226,3963.46153784,4274.48717956,3986.02564047,4345.25641047,4276.66666674,4167.43589723,4254.87179488,4176.02564089,4310.2564104,4394.23076951,3762.69230665,3911.02564033,4430.25641061
74,4348.97435919,3952.69230707,4268.20512828,3977.17948663,4342.30769252,4266.66666674,4164.48717928,4245.12820513,4166.41025621,4311.79487194,4394.74359003,3748.84615281,3901.15384539,4428.71794907
75,4350.25641047,3943.33333271,4265.8974359,3976.79487124,4338.20512842,4257.56410257,4162.3076921,4233.97435898,4151.41025621,4309.61538476,4387.30769259,3741.66666563,3903.97435821,4424.74359009
76,4351.66666688,3937.17948649,4261.66666667,3976.66666611,4322.17948732,4253.33333334,4163.46153826,4225.51282045,4141.79487159,4300.76923091,4370.89743618,3729.23076812,3894.61538385,4413.97435933
77,4364.35897457,3941.66666605,4264.74358975,3979.74358919,4333.07692329,4257.43589744,4164.87179467,4229.10256404,4143.205128,4303.33333348,4371.41025669,3723.71794761,3882.94871719,4416.92307727
78,4386.66666695,3947.17948656,4279.74358982,3989.48717894,4371.02564131,4263.07692308,4163.97435877,4240.76923077,4150.64102544,4317.05128219,4394.48717977,3730.64102453,3889.10256334,4432.94871837
79,4399.61538497,3942.56410194,4288.46153853,3993.71794817,4377.8205131,4257.6923077,4162.17948697,4238.84615385,4149.48717928,4322.94871809,4394.6153849,3736.15384505,3898.58974283,4440.00000042
80,4404.10256445,3930.89743521,4282.17948725,3986.28205073,4362.82051303,4246.41025641,4162.05128185,4226.6666666,4141.53846133,4322.94871809,4374.74359003,3726.66666556,3889.99999924,4437.30769273
81,4412.69230804,3922.692307,4275.51282059,3985.38461483,4365.12820541,4242.30769231,4164.74358954,4221.15384609,4135.89743569,4324.3589745,4382.05128233,3705.76922959,3873.84615309,4433.58974401
82,4422.43589779,3916.92307623,4275.38461546,3981.79487124,4367.43589772,4237.56410257,4165.64102544,4219.61538455,4129.48717921,4320.51282066,4395.64102592,3691.15384498,3863.46153763,4428.46153881
83,4428.97435933,3908.33333264,4274.10256418,3965.64102502,4362.05128226,4230.38461532,4164.23076903,4223.84615378,4123.0769228,4319.23076937,4378.20512849,3687.05128087,3856.0256402,4427.17948753
84,4435.00000042,3905.51281975,4272.56410264,3965.64102502,4357.30769252,4223.97435891,4164.74358954,4223.07692301,4111.28205101,4319.3589745,4363.84615406,3680.12820395,3846.28205045,4427.30769266
85,4444.74359016,3911.41025572,4276.53846161,3988.84615329,4345.76923098,4214.48717942,4164.1025639,4213.4615384,4098.33333299,4310.64102578,4377.30769259,3674.35897311,3839.74358884,4426.53846189
86,4457.69230811,3912.82051213,4278.84615392,4002.17948663,4345.00000021,4206.6666666,4163.71794851,4208.71794865,4095.25640991,4301.66666681,4387.94871823,3683.0769219,3841.92307609,4428.71794907
87,4468.97435946,3911.02564033,4276.66666674,4002.43589688,4364.87179508,4202.94871788,4165.12820492,4207.05128199,4094.99999966,4297.05128212,4383.84615413,3692.56410139,3844.74358891,4433.0769235
88,4474.74359023,3909.87179418,4271.15384623,4010.64102516,4373.33333362,4190.64102551,4166.92307672,4193.20512807,4082.43589709,4288.58974366,4371.79487208,3683.9743578,3835.25640936,4434.23076965
89,4482.94871844,3904.99999924,4263.84615385,4018.33333285,4366.02564131,4178.97435884,4164.87179467,4178.84615371,4066.79487138,4284.10256418,4348.20512842,3667.56410132,3820.897435,4432.94871837
90,4498.33333389,3903.4615377,4260.51282052,4010.51282003,4366.9230772,4179.10256397,4163.58974339,4175.12820499,4061.410256,4285.00000007,4329.48717963,3660.51281927,3802.17948621,4429.10256445
91,4519.35897492,3916.15384546,4267.94871802,3999.74358919,4379.48717977,4189.2307691,4163.84615364,4180.51282038,4067.05128164,4292.69230777,4332.43589765,3664.61538337,3802.30769134,4431.92307734
92,4535.64102627,3921.28205059,4273.33333341,3992.9487174,4386.41025669,4191.66666653,4162.94871774,4188.97435884,4071.15384581,4302.69230784,4327.17948732,3660.12820388,3825.12820423,4442.43589786
93,4542.82051345,3913.33333264,4265.76923077,3994.74358919,4390.64102592,4183.20512807,4162.3076921,4187.69230756,4066.410256,4298.71794879,4305.2564104,3639.23076791,3817.17948628,4440.38461581
94,4548.33333396,3907.56410187,4250.25641026,3995.38461483,4399.61538497,4186.28205115,4165.89743569,4180.64102551,4056.02564061,4286.15384623,4287.05128212,3609.61538323,3774.48717852,4420.64102599
95,4556.79487242,3906.7948711,4238.20512821,3993.71794817,4398.07692343,4196.92307679,4167.69230749,4177.30769217,4046.92307651,4283.07692315,4268.46153853,3584.35897297,3757.17948614,4407.9487183
96,4564.87179557,3900.38461462,4230.7692307,3992.43589688,4391.66666695,4184.10256397,4163.84615364,4168.71794858,4039.6153842,4282.30769238,4239.35897436,3565.89743444,3764.48717845,4404.10256445
97,4565.8974366,3879.48717873,4212.30769224,3981.79487124,4390.51282079,4161.15384595,4163.07692287,4149.23076903,4026.53846106,4269.61538469,4197.94871781,3538.71794719,3743.97435794,4388.07692336
98,4566.15384685,3862.43589661,4190.38461525,3972.9487174,4387.56410285,4158.46153826,4165.64102544,4136.66666646,4012.43589695,4256.15384616,4161.41025621,3508.46153687,3712.43589633,4370.25641054
99,4576.28205198,3863.3333325,4184.48717935,3976.28205073,4390.12820541,4164.74358954,4165.89743569,4133.0769228,4008.84615336,4259.23076923,4154.48717928,3494.10256251,3701.2820501,4368.07692336
100,4576.28205198,3863.3333325,4184.48717935,3976.28205073,4390.12820541,4164.74358954,4165.89743569,4133.0769228,4008.84615336,4259.23076923,4154.48717928,3494.10256251,3701.2820501,4368.07692336
101,4593.46153916,3863.71794789,4185.51282038,3982.0512815,4402.9487183,4162.43589723,4165.12820492,4125.7692305,4011.02564054,4269.87179495,4160.51282031,3492.94871635,3697.30769113,4371.9230772
102,4609.35897513,3853.58974276,4181.28205115,3983.46153791,4396.66666695,4156.28205108,4165.51282031,4117.05128178,4009.35897388,4270.00000007,4155.89743569,3494.74358815,3698.71794754,4373.46153874
103,4627.82051366,3855.89743507,4187.94871781,3990.64102509,4394.23076951,4164.48717928,4163.205128,4121.79487152,4017.1794867,4278.07692315,4165.51282031,3506.02563943,3711.02563992,4384.23076951
104,4646.02564186,3864.61538379,4196.66666653,3998.46153791,4429.35897471,4175.38461525,4163.205128,4132.30769203,4029.487179,4298.58974366,4176.28205115,3514.23076771,3729.74358864,4397.17948746
105,4651.28205212,3858.71794789,4188.07692294,3997.56410201,4443.33333375,4169.99999986,4165.38461518,4134.10256383,4022.94871747,4298.71794879,4166.02564082,3502.30769071,3737.05128094,4394.48717977
106,4652.43589827,3853.58974276,4180.64102551,3992.30769176,4409.87179522,4161.53846133,4165.38461518,4124.48717921,4008.84615336,4285.00000007,4159.48717928,3485.76922917,3730.5128194,4382.43589772
107,4667.05128296,3864.61538379,4191.5384614,3994.23076868,4401.92307727,4164.48717928,4163.07692287,4116.41025614,4011.92307644,4299.10256418,4163.71794851,3497.82051123,3741.28205017,4388.97435926
108,4678.46153937,3873.33333257,4197.94871781,4003.33333278,4429.87179522,4169.10256397,4162.94871774,4117.43589716,4018.07692259,4316.79487194,4163.71794851,3518.46153694,3757.94871691,4399.61538497
109,4676.28205219,3872.30769148,4186.28205115,4008.97435849,4436.92307734,4168.20512807,4163.07692287,4115.89743562,4014.35897388,4309.61538476,4173.3333332,3507.30769071,3751.02563999,4388.07692336
110,4677.30769321,3871.28205045,4179.61538448,4009.487179,4433.0769235,4166.15384595,4163.205128,4101.41025607,4009.35897388,4307.30769245,4177.69230756,3492.6923061,3752.94871691,4383.07692336
111,4687.05128296,3874.23076847,4188.84615371,4014.487179,4449.35897478,4171.41025628,4163.46153826,4086.53846119,4007.69230721,4325.38461553,4166.79487159,3512.30769078,3783.20512724,4403.58974394
112,4699.35897534,3882.5641018,4196.66666653,4026.2820508,4465.25641075,4184.48717935,4162.43589723,4084.23076889,4015.12820465,4341.28205149,4179.10256397,3534.99999848,3794.10256313,4417.82051317
113,4705.38461636,3887.43589668,4193.97435884,4033.71794824,4466.92307741,4178.58974345,4160.64102544,4086.92307658,4027.94871747,4344.74358996,4197.4358973,3535.38461386,3790.38461442,4416.92307727
114,4698.97435995,3884.10256334,4188.71794858,4031.2820508,4468.71794921,4157.94871774,4160.89743569,4083.46153812,4032.05128157,4347.17948739,4189.35897422,3535.38461386,3802.05128108,4417.69230804
115,4691.92307783,3880.2564095,4185.89743576,4024.87179439,4465.38461587,4157.56410236,4163.71794851,4072.56410222,4026.53846106,4348.33333355,4178.46153833,3535.76922924,3798.07692211,4414.87179522
116,4697.17948816,3883.84615309,4188.97435884,4029.61538413,4463.58974408,4166.79487159,4164.74358954,4062.94871754,4027.56410208,4351.15384637,4171.66666653,3532.8205113,3794.74358877,4409.48717984
