,F3,FC5,AF3,F7,T7,P7,O1,O2,P8,T8,F8,AF4,FC6,F4
12,3852.05128122,3889.23076847,3844.48717866,3876.15384539,3846.79487096,3899.48717873,4169.61538448,3872.56410173,3889.23076847,3851.41025558,3854.10256327,3806.79487083,3861.92307609,3815.76922987
13,3873.07692232,3899.48717873,3870.25640943,3896.92307616,3895.89743514,3892.17948642,4169.48717935,3893.58974283,3903.97435821,3871.79487096,3874.87179411,3831.92307602,3888.84615309,3837.82051192
14,3879.99999924,3904.74358898,3882.30769155,3907.05128136,3906.66666598,3925.51281982,4167.69230749,3896.41025565,3902.5641018,3898.20512744,3889.74358898,3854.2307684,3911.28205059,3849.48717866
15,3951.79487117,3983.97435842,3954.74358912,3974.10256355,3934.74358905,4012.30769183,4166.41025621,3960.89743528,3967.8205122,3960.38461476,3959.23076861,3918.20512751,3974.10256355,3916.41025572
16,3947.05128143,3975.89743535,3943.20512758,3964.61538399,3940.76923015,3967.94871733,4167.69230749,3968.97435835,3972.82051227,3951.79487117,3954.10256348,3895.89743514,3969.74358912,3907.05128136
17,3939.48717887,3966.15384553,3939.61538399,3964.48717887,3966.0256404,3951.53846092,4168.20512807,3956.53846092,3958.97435835,3952.17948656,3944.99999938,3905.38461462,3970.51281989,3900.2564095
18,4014.74358926,4049.6153842,4010.51282003,4036.66666618,3959.61538399,4018.84615336,4167.3076921,4001.66666611,4012.69230721,4011.15384567,3996.66666611,3980.76923022,4033.07692259,3961.41025579
19,4050.38461497,4078.58974325,4035.51282003,4057.82051241,3951.9230763,4039.48717907,4165.76923056,4028.58974311,4044.99999959,4029.10256362,4022.69230721,3990.64102509,4055.5128201,3987.9487174
20,4081.92307658,4088.07692273,4074.48717914,4079.48717914,4082.94871761,4090.12820478,4164.9999998,4080.25640991,4095.6410253,4080.6410253,4069.87179453,4018.97435849,4088.97435863,4026.92307644
21,4094.61538427,4102.56410229,4096.66666632,4103.33333306,4142.05128185,4123.20512793,4164.48717928,4096.79487145,4113.33333306,4104.23076896,4093.8461535,4042.69230728,4104.35897408,4041.66666625
22,4181.02564089,4197.30769217,4169.99999986,4197.69230756,4171.15384602,4201.79487173,4161.15384595,4181.66666653,4199.99999986,4180.12820499,4177.30769217,4122.69230742,4202.82051275,4123.46153819
23,4192.82051269,4198.46153833,4178.58974345,4195.64102551,4174.74358961,4206.28205122,4163.46153826,4188.46153833,4200.51282038,4184.61538448,4179.99999986,4128.58974332,4210.38461532,4131.15384588
24,4240.38461539,4254.48717949,4240.76923077,4239.61538462,4204.35897429,4243.97435898,4166.66666646,4224.61538455,4234.87179488,4227.30769224,4226.79487173,4176.79487166,4236.28205129,4173.3333332
25,4213.58974352,4269.61538469,4219.74358968,4250.12820513,4143.58974339,4236.28205129,4165.89743569,4214.35897429,4226.79487173,4222.43589737,4222.5641025,4161.02564082,4220.51282045,4160.51282031
26,4203.84615378,4260.38461539,4203.71794865,4252.94871795,4192.4358973,4235.51282052,4164.9999998,4216.79487173,4228.33333327,4222.94871788,4219.74358968,4156.92307672,4224.10256404,4164.61538441
27,4171.92307679,4189.74358961,4169.61538448,4180.51282038,4199.10256397,4158.71794851,4167.05128185,4164.23076903,4173.84615371,4158.71794851,4158.07692287,4112.43589716,4169.48717935,4121.66666639
28,4143.71794851,4163.33333313,4147.05128185,4143.46153826,4141.02564082,4134.48717921,4167.3076921,4133.71794844,4142.94871774,4119.74358947,4123.71794844,4090.25640991,4136.79487159,4103.20512793
29,4081.15384581,4119.74358947,4083.46153812,4103.9743587,4081.53846119,4116.28205101,4168.97435884,4091.53846119,4102.69230742,4092.05128171,4080.12820478,4042.30769189,4097.17948684,4052.56410215
30,4023.84615336,4047.82051241,4014.10256362,4042.43589702,4026.2820508,4040.89743548,4170.12820499,4021.2820508,4026.53846106,4029.87179439,4024.74358926,3981.53846099,4039.48717907,3977.69230714
31,3978.71794817,3989.61538406,3966.0256404,3977.56410201,3931.28205059,3967.30769169,4168.97435884,3963.20512758,3966.79487117,3958.46153784,3971.79487124,3932.82051213,3983.07692252,3936.28205059
32,3921.02564033,3955.38461476,3928.07692239,3933.97435828,3888.07692232,3958.84615322,4169.74358961,3927.30769162,3934.74358905,3929.23076854,3917.56410187,3880.76923001,3926.28205059,3895.12820437
33,3867.82051199,3908.07692239,3873.07692232,3894.23076847,3897.5641018,3920.89743521,4173.07692294,3889.23076847,3894.74358898,3904.10256334,3874.3589736,3822.05128115,3883.20512744,3830.38461449
34,3815.12820423,3833.97435807,3800.25640929,3824.35897346,3828.71794782,3829.87179397,4172.05128192,3822.43589654,3823.71794782,3818.46153756,3816.66666577,3756.79487076,3827.69230679,3764.74358871
35,3847.05128122,3860.38461455,3834.9999991,3850.1282043,3811.7948709,3866.41025558,4170.12820499,3847.94871712,3847.82051199,3833.58974269,3835.38461449,3787.05128108,3847.43589661,3803.58974262
36,3881.41025565,3904.23076847,3880.2564095,3897.17948642,3852.17948635,3921.28205059,4172.05128192,3883.33333257,3881.66666591,3878.97435821,3868.58974276,3822.82051192,3883.71794796,3838.07692218
37,3859.10256327,3888.07692232,3853.3333325,3876.28205052,3841.92307609,3877.82051206,4173.71794858,3864.35897353,3857.56410173,3861.53846071,3850.1282043,3800.38461442,3872.05128122,3815.76922987
38,3819.87179397,3850.89743507,3812.69230679,3831.15384525,3798.20512724,3824.23076833,4173.20512807,3822.30769141,3815.25640936,3811.92307602,3812.56410166,3769.87179383,3834.48717859,3784.48717852
39,3923.84615316,3961.15384553,3924.35897367,3946.0256404,3924.35897367,3940.51281989,4169.99999986,3921.7948711,3920.76923008,3913.71794803,3929.4871788,3883.07692232,3939.61538399,3886.02564027
40,3988.46153791,4020.3846149,3987.17948663,4018.71794824,3998.33333278,3999.23076868,4168.71794858,3979.99999945,3983.07692252,3976.41025586,3999.23076868,3942.17948656,3999.61538406,3943.07692246
41,4053.20512779,4076.41025607,4044.74358933,4073.71794837,4051.02564061,4062.94871754,4168.97435884,4043.33333292,4041.15384574,4039.87179446,4048.46153805,4004.87179439,4059.87179446,4006.53846106
42,4066.15384574,4099.99999966,4068.20512779,4090.38461504,4095.12820478,4103.33333306,4169.61538448,4066.28205087,4053.84615343,4074.7435894,4061.53846113,4039.99999959,4084.23076889,4030.12820465
43,4118.84615357,4166.41025621,4133.33333306,4151.66666646,4148.97435877,4160.38461518,4167.94871774,4123.46153819,4111.15384588,4134.23076896,4125.12820485,4094.61538427,4138.84615364,4086.66666632
44,4119.10256383,4176.02564089,4127.56410229,4152.05128185,4086.92307658,4134.74358947,4170.12820499,4129.74358947,4124.74358947,4127.94871767,4111.15384588,4070.6410253,4131.02564075,4076.53846119
45,4123.33333306,4174.2307691,4130.7692305,4154.61538441,4102.82051255,4144.48717928,4171.02564089,4138.84615364,4126.66666639,4147.69230749,4106.41025614,4079.23076889,4146.79487159,4086.28205094
46,4081.53846119,4105.38461511,4094.23076889,4107.82051255,4112.05128178,4135.12820485,4167.82051262,4102.43589709,4076.15384581,4132.17948691,4085.25640991,4049.6153842,4118.0769228,4060.64102523
47,4049.87179446,4071.15384581,4062.30769189,4079.87179453,4070.89743555,4109.35897408,4166.53846133,4070.89743555,4045.25640984,4085.12820478,4063.97435856,4009.61538413,4068.20512779,4033.58974311
48,4060.25640984,4094.87179453,4056.410256,4081.41025607,4062.69230728,4086.02564068,4167.3076921,4077.05128171,4062.94871754,4068.97435856,4060.89743548,4004.87179439,4057.30769189,4034.10256362
49,4020.64102516,4049.99999959,4007.1794867,4027.30769183,4027.56410208,4018.71794824,4166.02564082,4022.94871747,4006.66666618,4025.51282003,4016.66666618,3966.79487117,4022.56410208,3985.64102509
50,3993.33333278,4024.487179,3983.07692252,4008.84615336,3969.74358912,3960.51281989,4167.69230749,3978.97435842,3957.69230707,3996.28205073,3987.69230714,3945.25640963,4003.71794817,3954.99999938
51,3987.43589688,4021.2820508,3980.51281996,4011.53846106,3955.51281989,3934.87179418,4169.48717935,3959.35897374,3944.23076861,3973.46153791,3973.33333278,3933.97435828,3982.17948663,3938.20512751
52,4046.28205087,4059.23076882,4042.05128164,4050.76923036,4062.30769189,4016.2820508,4167.17948697,4030.51282003,4012.30769183,4052.69230728,4041.92307651,3984.74358919,4042.30769189,3990.89743535
53,4060.38461497,4075.51282017,4063.97435856,4061.53846113,4088.71794837,4070.89743555,4168.3333332,4062.69230728,4034.23076875,4094.23076889,4063.33333292,4005.3846149,4078.46153812,4014.35897388
54,4112.30769203,4140.89743569,4112.82051255,4126.28205101,4115.12820485,4128.58974332,4168.46153833,4112.30769203,4086.92307658,4124.8717946,4099.23076889,4063.20512779,4129.8717946,4072.30769196
55,4109.74358947,4131.66666639,4105.64102537,4121.66666639,4117.82051255,4125.64102537,4167.43589723,4108.33333306,4088.07692273,4104.8717946,4096.79487145,4056.15384574,4118.46153819,4066.53846113
56,4161.15384595,4187.56410243,4167.56410236,4167.69230749,4177.17948704,4177.30769217,4168.20512807,4153.97435877,4131.79487152,4162.94871774,4159.48717928,4106.79487152,4172.56410243,4116.92307665
57,4183.46153833,4216.79487173,4190.38461525,4184.99999986,4171.92307679,4191.28205115,4168.84615371,4168.97435884,4142.3076921,4180.12820499,4173.3333332,4130.89743562,4190.25641012,4142.05128185
58,4190.38461525,4211.79487173,4188.97435884,4197.56410243,4153.58974339,4199.87179474,4167.43589723,4187.69230756,4161.92307672,4184.61538448,4172.17948704,4138.71794851,4189.87179474,4149.23076903
59,4128.71794844,4147.43589723,4130.7692305,4159.74358954,4091.53846119,4139.48717928,4168.97435884,4141.15384595,4121.28205101,4150.76923056,4125.89743562,4086.79487145,4144.87179467,4096.28205094
60,4135.25640998,4158.97435877,4138.205128,4158.58974339,4118.46153819,4139.1025639,4167.94871774,4136.66666646,4115.89743562,4159.87179467,4138.97435877,4097.05128171,4158.46153826,4108.9743587
61,4141.66666646,4159.9999998,4136.92307672,4133.0769228,4155.12820492,4138.58974339,4166.92307672,4137.56410236,4106.28205101,4157.56410236,4133.84615357,4093.33333299,4150.38461518,4110.12820485
62,4160.89743569,4176.41025628,4159.48717928,4161.79487159,4169.2307691,4180.89743576,4168.71794858,4161.66666646,4127.94871767,4180.38461525,4163.205128,4115.7692305,4174.99999986,4124.48717921
63,4195.76923063,4219.48717942,4201.6666666,4221.15384609,4169.99999986,4226.79487173,4167.82051262,4201.53846147,4172.4358973,4224.10256404,4205.7692307,4154.61538441,4219.74358968,4159.23076903
64,4189.74358961,4230.89743583,4199.61538448,4220.12820506,4185.12820499,4198.58974345,4164.9999998,4195.12820499,4162.56410236,4222.17948711,4177.17948704,4143.71794851,4192.94871781,4155.89743569
65,4195.51282038,4234.61538462,4202.05128199,4217.69230763,4225.25641019,4187.4358973,4168.20512807,4195.12820499,4161.92307672,4232.82051275,4183.71794858,4146.92307672,4193.97435884,4160.51282031
66,4207.17948711,4227.94871788,4215.7692307,4220.89743583,4218.71794865,4226.02564096,4170.76923063,4199.2307691,4167.82051262,4235.38461539,4213.84615378,4157.94871774,4223.58974352,4166.79487159
67,4273.07692315,4300.00000014,4283.97435905,4285.64102571,4276.53846161,4304.23076937,4168.20512807,4271.41025648,4235.12820513,4297.17948725,4258.33333334,4218.58974352,4277.94871802,4226.6666666
68,4278.84615392,4325.89743604,4292.56410264,4301.92307707,4317.05128219,4295.1282052,4166.53846133,4276.28205136,4240.25641026,4308.58974373,4250.64102564,4228.71794865,4268.20512828,4226.6666666
69,4363.20512842,4400.00000035,4376.02564131,4384.48717977,4399.35897471,4375.51282079,4166.28205108,4356.41025662,4329.74358989,4388.46153874,4360.25641047,4316.28205142,4375.64102592,4311.66666681
70,4406.92307727,4427.17948753,4414.74359009,4419.61538497,4419.61538497,4405.25641061,4167.82051262,4408.71794907,4386.28205156,4429.87179522,4402.69230804,4352.56410278,4428.33333368,4365.38461567
71,4422.0512824,4457.82051324,4424.61538497,4438.84615427,4421.02564138,4407.43589779,4167.69230749,4433.84615427,4408.07692343,4449.23076965,4404.10256445,4368.20512849,4428.8461542,4384.48717977
72,4385.89743618,4428.07692343,4386.41025669,4385.64102592,4363.97435919,4384.23076951,4167.94871774,4391.28205156,4361.15384637,4411.66666702,4375.38461567,4336.66666688,4392.17948746,4346.28205149
73,4408.8461542,4421.66666702,4400.76923112,4377.17948746,4392.17948746,4412.82051317,4167.3076921,4408.58974394,4380.64102592,4427.9487183,4404.10256445,4360.12820534,4427.17948753,4378.717949
74,4368.97435926,4377.30769259,4356.15384637,4351.15384637,4362.17948739,4376.02564131,4168.3333332,4382.17948746,4353.97435919,4398.33333368,4362.05128226,4323.20512835,4395.89743618,4345.76923098
75,4276.53846161,4313.97435912,4280.76923084,4297.30769238,4284.35897443,4293.71794879,4169.35897422,4291.15384623,4251.02564103,4316.02564117,4270.25641033,4239.23076923,4297.30769238,4252.94871795
76,4152.05128185,4188.46153833,4161.79487159,4173.46153833,4190.76923063,4148.58974339,4172.4358973,4161.66666646,4120.89743562,4184.99999986,4146.66666646,4111.53846126,4159.1025639,4133.46153819
77,4072.43589709,4090.25640991,4069.87179453,4077.82051248,4102.43589709,4058.33333292,4173.71794858,4082.82051248,4051.02564061,4097.94871761,4057.17948677,4022.05128157,4074.23076889,4051.66666625
78,4058.20512779,4073.58974325,4047.05128164,4062.69230728,4042.69230728,4064.10256369,4173.3333332,4065.12820472,4035.25640977,4076.66666632,4040.38461497,4013.58974311,4081.79487145,4028.58974311
79,4030.3846149,4044.35897395,4016.2820508,4033.84615336,4017.1794867,4040.38461497,4174.61538448,4021.15384567,3983.20512765,4032.30769183,4024.87179439,3989.61538406,4063.97435856,3994.10256355
80,3973.84615329,3985.89743535,3955.64102502,3971.79487124,3981.1538456,3958.46153784,4174.74358961,3961.66666605,3925.51281982,3972.0512815,3965.25640963,3920.51281982,3985.2564097,3932.43589674
81,3930.76923008,3952.56410194,3919.10256341,3934.35897367,3929.10256341,3902.5641018,4172.69230756,3918.5897429,3893.20512744,3934.87179418,3907.30769162,3871.92307609,3927.56410187,3886.15384539
82,3953.33333271,3974.10256355,3952.43589681,3963.46153784,3962.30769169,3935.89743521,4172.17948704,3937.05128136,3907.43589674,3975.38461483,3942.56410194,3897.43589668,3950.12820451,3906.92307623
83,4293.97435905,4315.64102578,4293.33333341,4279.2307693,4268.46153853,4281.15384623,4165.76923056,4282.30769238,4242.94871795,4307.69230784,4278.84615392,4241.92307693,4284.87179495,4253.20512821
84,4292.17948725,4331.02564117,4297.56410264,4313.07692322,4263.84615385,4272.56410264,4169.74358961,4294.35897443,4244.35897436,4317.17948732,4275.25641033,4249.61538462,4282.82051289,4266.15384616
85,4307.69230784,4312.82051296,4316.28205142,4302.43589758,4299.10256418,4314.10256425,4167.94871774,4306.28205142,4246.7948718,4341.53846175,4288.71794879,4260.12820513,4306.66666681,4280.76923084
86,4309.61538476,4301.53846168,4308.4615386,4284.2307693,4310.38461553,4343.84615406,4167.43589723,4314.61538476,4261.02564103,4345.00000021,4300.00000014,4256.41025641,4324.61538476,4286.15384623
87,4295.25641033,4316.02564117,4290.1282052,4304.23076937,4296.53846161,4322.05128219,4171.28205115,4306.1538463,4264.35897436,4333.5897438,4296.41025648,4254.23076923,4315.12820527,4275.89743597
88,4311.66666681,4327.56410271,4297.30769238,4316.41025655,4308.97435912,4291.923077,4173.84615371,4303.97435912,4259.10256411,4343.07692329,4300.2564104,4264.74358975,4320.00000014,4274.87179495
89,4323.97435912,4322.30769245,4302.94871809,4297.30769238,4304.48717963,4289.35897443,4171.28205115,4296.15384623,4238.07692308,4330.76923091,4293.84615392,4260.76923077,4315.2564104,4278.58974366
90,4396.9230772,4411.28205163,4386.9230772,4386.28205156,4369.74359003,4388.97435926,4167.69230749,4373.84615413,4318.4615386,4404.61538497,4370.25641054,4338.33333355,4386.53846182,4355.76923098
91,4414.61538497,4438.46153888,4410.76923112,4427.9487183,4408.33333368,4419.48717984,4169.2307691,4395.76923105,4347.56410278,4441.41025683,4399.35897471,4364.23076944,4413.20512856,4365.38461567
92,4418.97435933,4441.92307734,4412.0512824,4428.20512856,4441.53846196,4397.56410285,4173.71794858,4408.07692343,4356.15384637,4449.74359016,4407.82051317,4356.28205149,4422.30769266,4361.66666688
93,4430.12820548,4471.92307741,4437.82051324,4446.02564145,4432.1794876,4401.79487215,4171.15384602,4421.02564138,4367.56410285,4450.25641068,4407.9487183,4361.79487201,4426.02564138,4378.20512849
94,4488.07692357,4533.46153909,4505.89743646,4518.58974415,4478.84615434,4493.2051287,4167.3076921,4484.87179536,4437.56410298,4513.07692364,4460.00000042,4438.71794914,4491.66666716,4453.84615427
95,4393.58974387,4419.48717984,4400.51282086,4417.82051317,4433.71794914,4423.71794907,4173.20512807,4415.00000035,4372.56410285,4443.0769235,4387.30769259,4362.6923079,4417.43589779,4380.76923105
96,4382.56410285,4399.35897471,4379.35897464,4385.76923105,4408.33333368,4398.46153881,4175.64102551,4405.64102599,4362.82051303,4425.76923112,4380.12820541,4341.53846175,4399.35897471,4366.53846182
